Date,Batch_ID,Product,Supplier,Region,Shift,Production_Tons,Quality_Status,Defect_Type,Resolution_Days,Inspection_Score,Production_Cost_EUR
2025-06-13,BATCH-0785,Cat Food Premium,Supplier H,Dublin,Day,16.24,Pass,No Defect,0,85.5,16994.15
2025-06-13,BATCH-0599,Dog Food Premium,Supplier A,Cork,Day,8.81,Pass,No Defect,0,95.3,9901.65
2025-06-13,BATCH-0428,Cat Food Premium,Supplier F,Dublin,Day,21.26,Pass,No Defect,0,92.6,20871.77
2025-06-13,BATCH-0385,Livestock Feed,Supplier D,Galway,Day,16.48,Pass,No Defect,0,97.6,9520.46
2025-06-14,BATCH-0484,Cat Food Premium,Supplier A,Cork,Night,15.03,Pass,No Defect,0,92.8,16065.3
2025-06-14,BATCH-0095,Dog Food Premium,Supplier G,Limerick,Day,11.74,Pass,No Defect,0,93.3,12156.08
2025-06-15,BATCH-0397,Cat Food Premium,Supplier F,Cork,Day,20.18,Pass,No Defect,0,98.0,20323.87
2025-06-15,BATCH-0591,Dog Food Premium,Supplier E,Dublin,Day,24.99,Pass,No Defect,0,95.0,26825.33
2025-06-15,BATCH-0676,Dog Food Standard,Supplier I,Galway,Day,16.72,Pass,No Defect,0,100.0,12494.32
2025-06-15,BATCH-0362,Cat Food Premium,Supplier H,Limerick,Night,20.22,Pass,No Defect,0,90.1,22493.83
2025-06-17,BATCH-0312,Dog Food Premium,Supplier A,Dublin,Day,18.94,Pass,No Defect,0,94.3,18822.49
2025-06-17,BATCH-0626,Dog Food Standard,Supplier C,Limerick,Night,20.05,Pass,No Defect,0,89.7,15667.44
2025-06-17,BATCH-0304,Dog Food Standard,Supplier F,Dublin,Day,23.53,Pass,No Defect,0,88.6,16601.93
2025-06-17,BATCH-0710,Dog Food Standard,Supplier I,Dublin,Night,16.71,Pass,No Defect,0,94.2,13784.53
2025-06-19,BATCH-0775,Cat Food Premium,Supplier G,Dublin,Day,19.32,Pass,No Defect,0,88.3,21219.9
2025-06-19,BATCH-0823,Cat Food Standard,Supplier F,Limerick,Day,18.61,Pass,No Defect,0,94.7,16904.55
2025-06-19,BATCH-0672,Cat Food Standard,Supplier I,Dublin,Day,27.01,Pass,No Defect,0,92.0,22493.17
2025-06-19,BATCH-0003,Dog Food Premium,Supplier C,Cork,Night,22.16,Pass,No Defect,0,93.7,21326.7
2025-06-19,BATCH-0031,Cat Food Standard,Supplier F,Cork,Day,17.24,Pass,No Defect,0,96.8,13749.39
2025-06-20,BATCH-0146,Livestock Feed,Supplier I,Dublin,Day,25.47,Fail,Composition,5,70.6,16063.05
2025-06-21,BATCH-0953,Cat Food Standard,Supplier E,Cork,Day,7.48,Pass,No Defect,0,90.8,6195.57
2025-06-21,BATCH-0606,Livestock Feed,Supplier C,Cork,Day,21.96,Pass,No Defect,0,93.4,12863.32
2025-06-21,BATCH-0451,Livestock Feed,Supplier J,Galway,Day,20.88,Pass,No Defect,0,92.2,11261.78
2025-06-22,BATCH-0952,Cat Food Standard,Supplier I,Galway,Day,25.3,Pass,No Defect,0,97.9,19358.68
2025-06-22,BATCH-0203,Dog Food Premium,Supplier G,Galway,Day,22.41,Pass,No Defect,0,95.1,20779.83
2025-06-23,BATCH-0289,Dog Food Premium,Supplier A,Limerick,Day,15.28,Pass,No Defect,0,91.6,15923.82
2025-06-24,BATCH-0654,Dog Food Premium,Supplier E,Galway,Night,13.94,Pass,No Defect,0,87.9,13431.6
2025-06-24,BATCH-0854,Dog Food Premium,Supplier E,Dublin,Day,15.44,Pass,No Defect,0,87.9,15653.61
2025-06-25,BATCH-0108,Dog Food Premium,Supplier G,Galway,Night,10.97,Fail,Packaging,11,82.4,11080.38
2025-06-25,BATCH-0353,Dog Food Standard,Supplier H,Dublin,Day,14.38,Pass,No Defect,0,99.6,11130.65
2025-06-25,BATCH-0677,Dog Food Standard,Supplier I,Galway,Night,9.2,Pass,No Defect,0,95.7,7154.0
2025-06-26,BATCH-0548,Cat Food Standard,Supplier I,Galway,Night,6.21,Pass,No Defect,0,92.2,4900.33
2025-06-27,BATCH-0633,Cat Food Premium,Supplier B,Galway,Day,14.21,Pass,No Defect,0,96.4,14520.48
2025-06-27,BATCH-0074,Dog Food Standard,Supplier E,Dublin,Night,14.99,Pass,No Defect,0,92.2,12076.17
2025-06-27,BATCH-0116,Cat Food Premium,Supplier A,Dublin,Night,19.01,Pass,No Defect,0,87.3,18231.64
2025-06-27,BATCH-0567,Dog Food Premium,Supplier G,Cork,Day,22.87,Pass,No Defect,0,96.6,21343.53
2025-06-28,BATCH-0948,Cat Food Standard,Supplier J,Cork,Day,18.06,Pass,No Defect,0,95.2,14708.56
2025-06-29,BATCH-0601,Cat Food Standard,Supplier B,Dublin,Day,11.81,Pass,No Defect,0,91.0,8870.77
2025-06-30,BATCH-0370,Dog Food Standard,Supplier I,Dublin,Day,18.87,Pass,No Defect,0,89.0,13164.76
2025-06-30,BATCH-0298,Dog Food Standard,Supplier D,Limerick,Night,20.44,Pass,No Defect,0,95.2,16340.79
2025-06-30,BATCH-0542,Dog Food Standard,Supplier H,Galway,Night,13.68,Pass,No Defect,0,88.4,9064.7
2025-06-30,BATCH-0045,Cat Food Premium,Supplier G,Limerick,Day,20.02,Pass,No Defect,0,99.3,21129.2
2025-06-30,BATCH-0420,Cat Food Standard,Supplier D,Cork,Day,29.13,Pass,No Defect,0,94.8,23905.69
2025-06-30,BATCH-0026,Cat Food Premium,Supplier A,Dublin,Day,17.44,Pass,No Defect,0,95.0,16481.77
2025-06-30,BATCH-0522,Cat Food Premium,Supplier C,Dublin,Day,20.05,Fail,Moisture,11,79.9,21287.9
2025-07-01,BATCH-0543,Dog Food Standard,Supplier F,Limerick,Day,19.22,Pass,No Defect,0,91.7,14267.88
2025-07-01,BATCH-0641,Dog Food Premium,Supplier J,Cork,Day,9.3,Pass,No Defect,0,92.6,8853.17
2025-07-01,BATCH-0344,Cat Food Standard,Supplier H,Dublin,Day,22.49,Pass,No Defect,0,89.2,20162.12
2025-07-01,BATCH-0396,Livestock Feed,Supplier A,Dublin,Night,12.08,Pass,No Defect,0,92.9,7632.62
2025-07-01,BATCH-0354,Cat Food Standard,Supplier F,Dublin,Night,21.78,Pass,No Defect,0,90.5,18659.97
2025-07-02,BATCH-0241,Livestock Feed,Supplier C,Cork,Night,14.45,Pass,No Defect,0,97.9,9257.11
2025-07-02,BATCH-0969,Dog Food Standard,Supplier B,Limerick,Day,27.26,Pass,No Defect,0,87.5,19518.41
2025-07-02,BATCH-0183,Dog Food Standard,Supplier E,Dublin,Day,12.41,Pass,No Defect,0,92.4,8691.39
2025-07-02,BATCH-0476,Dog Food Premium,Supplier B,Limerick,Day,13.93,Pass,No Defect,0,88.4,14808.42
2025-07-03,BATCH-0082,Cat Food Premium,Supplier H,Dublin,Day,22.35,Pass,No Defect,0,83.2,25285.41
2025-07-03,BATCH-0386,Dog Food Standard,Supplier A,Dublin,Night,11.06,Pass,No Defect,0,90.3,8261.41
2025-07-04,BATCH-0631,Cat Food Standard,Supplier C,Galway,Night,20.01,Pass,No Defect,0,94.5,18879.76
2025-07-05,BATCH-0666,Cat Food Standard,Supplier J,Galway,Night,17.33,Pass,No Defect,0,86.6,13412.77
2025-07-05,BATCH-0282,Livestock Feed,Supplier F,Dublin,Night,16.23,Pass,No Defect,0,98.2,9504.03
2025-07-05,BATCH-0535,Cat Food Premium,Supplier B,Dublin,Night,18.91,Pass,No Defect,0,89.0,20377.72
2025-07-05,BATCH-0450,Dog Food Standard,Supplier J,Cork,Day,14.17,Pass,No Defect,0,86.6,10774.54
2025-07-05,BATCH-0330,Dog Food Premium,Supplier D,Cork,Day,22.89,Pass,No Defect,0,92.0,21049.85
2025-07-06,BATCH-0708,Cat Food Standard,Supplier J,Limerick,Day,11.92,Pass,No Defect,0,92.3,10749.49
2025-07-06,BATCH-0769,Cat Food Premium,Supplier D,Limerick,Night,23.41,Pass,No Defect,0,89.4,24079.55
2025-07-06,BATCH-0993,Dog Food Premium,Supplier H,Galway,Day,20.0,Pass,No Defect,0,99.2,20252.6
2025-07-07,BATCH-0184,Cat Food Standard,Supplier E,Limerick,Day,15.78,Pass,No Defect,0,91.9,12101.87
2025-07-07,BATCH-0562,Cat Food Standard,Supplier F,Galway,Day,20.95,Pass,No Defect,0,90.6,16255.48
2025-07-07,BATCH-0267,Dog Food Premium,Supplier J,Cork,Day,14.85,Pass,No Defect,0,95.5,14414.96
2025-07-07,BATCH-0109,Cat Food Premium,Supplier C,Galway,Day,15.8,Pass,No Defect,0,91.3,17961.74
2025-07-08,BATCH-0239,Dog Food Premium,Supplier A,Dublin,Day,15.11,Pass,No Defect,0,96.3,15243.1
2025-07-08,BATCH-0795,Dog Food Premium,Supplier B,Dublin,Day,5.16,Pass,No Defect,0,92.7,4857.88
2025-07-08,BATCH-0822,Dog Food Standard,Supplier A,Dublin,Day,18.25,Pass,No Defect,0,93.4,14961.39
2025-07-08,BATCH-0302,Cat Food Standard,Supplier H,Cork,Night,14.98,Pass,No Defect,0,93.6,12239.73
2025-07-08,BATCH-0515,Cat Food Standard,Supplier A,Dublin,Day,16.39,Pass,No Defect,0,98.5,14743.23
2025-07-09,BATCH-0042,Cat Food Premium,Supplier A,Galway,Night,21.16,Pass,No Defect,0,96.6,19356.12
2025-07-09,BATCH-0879,Cat Food Standard,Supplier E,Dublin,Day,9.01,Pass,No Defect,0,88.4,5628.83
2025-07-10,BATCH-0584,Dog Food Standard,Supplier B,Dublin,Day,17.42,Pass,No Defect,0,98.0,14430.32
2025-07-10,BATCH-0265,Dog Food Premium,Supplier I,Galway,Day,21.92,Pass,No Defect,0,100.0,23750.47
2025-07-10,BATCH-0374,Cat Food Premium,Supplier E,Dublin,Day,15.26,Pass,No Defect,0,95.8,16786.0
2025-07-11,BATCH-0002,Livestock Feed,Supplier A,Dublin,Day,22.08,Pass,No Defect,0,94.2,11670.77
2025-07-11,BATCH-0383,Dog Food Standard,Supplier H,Galway,Day,18.98,Pass,No Defect,0,94.0,15216.29
2025-07-11,BATCH-0888,Dog Food Standard,Supplier C,Limerick,Night,14.39,Pass,No Defect,0,92.0,11409.25
2025-07-12,BATCH-0299,Dog Food Premium,Supplier B,Galway,Day,26.51,Pass,No Defect,0,94.0,23077.84
2025-07-12,BATCH-0553,Cat Food Standard,Supplier G,Galway,Night,12.46,Fail,Microbiological,10,73.2,9238.76
2025-07-12,BATCH-0124,Dog Food Premium,Supplier H,Dublin,Night,19.84,Pass,No Defect,0,87.9,18817.28
2025-07-13,BATCH-0751,Cat Food Standard,Supplier H,Cork,Day,17.43,Pass,No Defect,0,98.5,13686.53
2025-07-13,BATCH-0707,Cat Food Premium,Supplier A,Dublin,Night,11.69,Pass,No Defect,0,86.1,11730.3
2025-07-14,BATCH-0549,Cat Food Standard,Supplier F,Limerick,Night,19.9,Pass,No Defect,0,94.5,15664.13
2025-07-15,BATCH-0847,Dog Food Standard,Supplier B,Dublin,Night,22.89,Pass,No Defect,0,84.2,16283.22
2025-07-15,BATCH-0763,Dog Food Premium,Supplier C,Cork,Day,19.62,Pass,No Defect,0,95.6,19128.1
2025-07-16,BATCH-0459,Dog Food Premium,Supplier F,Galway,Day,14.23,Pass,No Defect,0,90.7,13669.25
2025-07-16,BATCH-0560,Dog Food Premium,Supplier D,Galway,Day,18.75,Pass,No Defect,0,90.7,20548.43
2025-07-17,BATCH-0556,Livestock Feed,Supplier C,Cork,Night,26.45,Fail,Packaging,9,60.3,15787.4
2025-07-17,BATCH-0309,Livestock Feed,Supplier G,Dublin,Night,15.7,Pass,No Defect,0,90.5,8846.57
2025-07-17,BATCH-0204,Cat Food Premium,Supplier F,Limerick,Night,19.78,Pass,No Defect,0,89.8,20826.77
2025-07-17,BATCH-0721,Dog Food Premium,Supplier A,Galway,Night,14.65,Pass,No Defect,0,92.2,14486.21
2025-07-18,BATCH-0576,Dog Food Standard,Supplier F,Galway,Day,20.96,Pass,No Defect,0,92.2,16785.05
2025-07-18,BATCH-0663,Cat Food Standard,Supplier F,Limerick,Night,15.94,Pass,No Defect,0,92.9,14059.53
2025-07-18,BATCH-0916,Cat Food Premium,Supplier J,Dublin,Day,20.21,Pass,No Defect,0,85.0,19481.96
2025-07-19,BATCH-0943,Cat Food Premium,Supplier G,Cork,Day,7.01,Pass,No Defect,0,94.0,7522.4
2025-07-19,BATCH-0375,Cat Food Premium,Supplier I,Galway,Day,21.69,Pass,No Defect,0,90.8,23450.73
2025-07-19,BATCH-0868,Cat Food Standard,Supplier H,Cork,Night,25.56,Fail,Labelling,5,64.3,19223.84
2025-07-19,BATCH-0436,Livestock Feed,Supplier C,Cork,Day,18.98,Pass,No Defect,0,93.7,10738.05
2025-07-19,BATCH-0565,Livestock Feed,Supplier C,Cork,Day,22.62,Pass,No Defect,0,90.1,13286.64
2025-07-19,BATCH-0393,Cat Food Standard,Supplier E,Dublin,Day,13.82,Pass,No Defect,0,92.7,11599.79
2025-07-19,BATCH-0849,Cat Food Premium,Supplier F,Cork,Night,20.29,Pass,No Defect,0,93.6,19568.35
2025-07-20,BATCH-0490,Dog Food Standard,Supplier I,Dublin,Day,22.14,Pass,No Defect,0,91.4,16080.55
2025-07-20,BATCH-0235,Livestock Feed,Supplier D,Limerick,Day,17.45,Pass,No Defect,0,87.5,9785.99
2025-07-21,BATCH-0067,Cat Food Premium,Supplier A,Dublin,Day,22.55,Pass,No Defect,0,92.9,25105.36
2025-07-22,BATCH-0260,Livestock Feed,Supplier C,Cork,Night,23.97,Pass,No Defect,0,97.5,14376.87
2025-07-22,BATCH-0508,Dog Food Premium,Supplier E,Cork,Day,10.86,Pass,No Defect,0,91.4,10787.38
2025-07-22,BATCH-0690,Livestock Feed,Supplier J,Dublin,Day,17.49,Pass,No Defect,0,96.8,11882.65
2025-07-22,BATCH-0359,Livestock Feed,Supplier B,Cork,Night,21.26,Pass,No Defect,0,92.8,13382.04
2025-07-23,BATCH-0701,Dog Food Premium,Supplier J,Galway,Day,18.43,Pass,No Defect,0,95.0,20530.87
2025-07-23,BATCH-0776,Cat Food Premium,Supplier I,Cork,Day,22.07,Pass,No Defect,0,90.4,24792.13
2025-07-24,BATCH-0271,Livestock Feed,Supplier H,Dublin,Day,13.26,Pass,No Defect,0,93.3,7723.0
2025-07-24,BATCH-0694,Cat Food Standard,Supplier G,Cork,Day,19.05,Fail,Microbiological,4,66.0,15690.02
2025-07-24,BATCH-0209,Dog Food Standard,Supplier I,Cork,Day,22.42,Pass,No Defect,0,82.3,18030.4
2025-07-25,BATCH-0551,Dog Food Premium,Supplier D,Galway,Night,15.79,Pass,No Defect,0,96.6,15457.18
2025-07-26,BATCH-0059,Cat Food Standard,Supplier B,Limerick,Night,19.2,Pass,No Defect,0,92.2,16692.5
2025-07-26,BATCH-0768,Dog Food Premium,Supplier H,Dublin,Day,18.95,Pass,No Defect,0,90.6,19291.5
2025-07-27,BATCH-0817,Dog Food Standard,Supplier D,Galway,Day,19.6,Fail,Packaging,8,86.4,16332.24
2025-07-27,BATCH-0766,Dog Food Premium,Supplier G,Dublin,Day,29.76,Pass,No Defect,0,94.5,28179.07
2025-07-28,BATCH-0968,Dog Food Standard,Supplier E,Galway,Day,24.67,Pass,No Defect,0,92.7,19328.08
2025-07-28,BATCH-0098,Cat Food Premium,Supplier A,Dublin,Day,14.89,Pass,No Defect,0,92.6,15260.93
2025-07-29,BATCH-0245,Dog Food Premium,Supplier I,Galway,Night,14.28,Pass,No Defect,0,92.2,12540.33
2025-07-29,BATCH-0110,Cat Food Premium,Supplier J,Limerick,Day,15.81,Pass,No Defect,0,92.8,15475.14
2025-07-29,BATCH-0479,Dog Food Standard,Supplier D,Cork,Day,20.04,Pass,No Defect,0,93.3,15755.54
2025-07-29,BATCH-0814,Cat Food Premium,Supplier J,Limerick,Day,19.33,Pass,No Defect,0,92.6,20129.09
2025-07-29,BATCH-0443,Dog Food Premium,Supplier J,Cork,Day,12.88,Pass,No Defect,0,85.3,12406.16
2025-07-29,BATCH-0622,Dog Food Premium,Supplier I,Dublin,Day,25.36,Pass,No Defect,0,98.3,23788.45
2025-07-30,BATCH-0570,Dog Food Standard,Supplier J,Dublin,Day,10.83,Pass,No Defect,0,95.7,6862.9
2025-07-30,BATCH-0711,Cat Food Standard,Supplier G,Cork,Day,20.44,Pass,No Defect,0,93.2,16856.62
2025-07-31,BATCH-0511,Livestock Feed,Supplier B,Dublin,Night,17.12,Pass,No Defect,0,92.0,12331.45
2025-07-31,BATCH-0325,Dog Food Premium,Supplier G,Dublin,Night,13.65,Pass,No Defect,0,89.2,14773.41
2025-07-31,BATCH-0526,Dog Food Standard,Supplier D,Dublin,Day,9.55,Pass,No Defect,0,89.4,6987.97
2025-08-01,BATCH-0531,Dog Food Standard,Supplier A,Cork,Day,11.55,Pass,No Defect,0,97.2,9617.69
2025-08-01,BATCH-0705,Cat Food Standard,Supplier G,Dublin,Day,15.67,Pass,No Defect,0,97.2,13677.2
2025-08-01,BATCH-0140,Cat Food Standard,Supplier H,Cork,Day,19.12,Pass,No Defect,0,93.4,16879.63
2025-08-02,BATCH-0361,Cat Food Premium,Supplier A,Limerick,Day,11.66,Fail,Composition,7,72.6,13576.4
2025-08-02,BATCH-0407,Cat Food Standard,Supplier C,Limerick,Day,16.32,Pass,No Defect,0,92.3,14638.09
2025-08-02,BATCH-0770,Cat Food Standard,Supplier F,Dublin,Day,22.7,Pass,No Defect,0,97.0,18438.22
2025-08-02,BATCH-0809,Cat Food Standard,Supplier I,Cork,Night,16.62,Pass,No Defect,0,100.0,13311.53
2025-08-02,BATCH-0712,Dog Food Standard,Supplier A,Limerick,Day,13.08,Fail,Microbiological,10,70.1,9586.64
2025-08-02,BATCH-0086,Livestock Feed,Supplier A,Dublin,Night,18.28,Pass,No Defect,0,92.4,12533.71
2025-08-03,BATCH-0480,Livestock Feed,Supplier I,Dublin,Day,13.99,Pass,No Defect,0,91.0,7784.08
2025-08-03,BATCH-0547,Dog Food Premium,Supplier H,Dublin,Night,23.44,Pass,No Defect,0,88.7,24601.55
2025-08-03,BATCH-0722,Cat Food Standard,Supplier B,Limerick,Night,15.38,Pass,No Defect,0,94.6,13108.82
2025-08-04,BATCH-0936,Dog Food Standard,Supplier C,Cork,Night,31.33,Pass,No Defect,0,82.8,23993.43
2025-08-04,BATCH-0278,Livestock Feed,Supplier D,Galway,Day,25.74,Pass,No Defect,0,95.3,14782.88
2025-08-04,BATCH-0835,Livestock Feed,Supplier F,Galway,Day,14.57,Pass,No Defect,0,100.0,8552.61
2025-08-05,BATCH-0588,Livestock Feed,Supplier H,Cork,Day,21.6,Pass,No Defect,0,92.9,11642.42
2025-08-06,BATCH-0755,Cat Food Premium,Supplier F,Dublin,Day,9.1,Pass,No Defect,0,90.7,9041.78
2025-08-06,BATCH-0973,Cat Food Premium,Supplier H,Dublin,Day,15.94,Pass,No Defect,0,90.4,16289.51
2025-08-06,BATCH-0797,Cat Food Premium,Supplier D,Cork,Night,13.3,Pass,No Defect,0,96.7,14224.2
2025-08-07,BATCH-0979,Cat Food Standard,Supplier J,Dublin,Night,12.79,Pass,No Defect,0,93.5,9848.18
2025-08-07,BATCH-0318,Cat Food Premium,Supplier G,Dublin,Day,13.39,Pass,No Defect,0,89.5,13252.92
2025-08-07,BATCH-0637,Livestock Feed,Supplier H,Cork,Day,15.4,Pass,No Defect,0,88.5,7799.88
2025-08-08,BATCH-0152,Dog Food Premium,Supplier F,Dublin,Night,16.33,Pass,No Defect,0,99.3,16205.43
2025-08-08,BATCH-0395,Livestock Feed,Supplier I,Dublin,Night,15.66,Pass,No Defect,0,92.1,8697.72
2025-08-08,BATCH-0208,Dog Food Standard,Supplier G,Limerick,Day,16.48,Pass,No Defect,0,91.2,14075.34
2025-08-09,BATCH-0660,Livestock Feed,Supplier B,Limerick,Day,26.74,Pass,No Defect,0,89.6,18247.48
2025-08-09,BATCH-0886,Dog Food Standard,Supplier I,Galway,Day,15.48,Pass,No Defect,0,91.7,11200.25
2025-08-11,BATCH-0071,Livestock Feed,Supplier D,Limerick,Night,15.34,Pass,No Defect,0,89.1,9997.06
2025-08-11,BATCH-0764,Dog Food Standard,Supplier D,Galway,Day,18.34,Pass,No Defect,0,84.5,12016.59
2025-08-11,BATCH-0149,Dog Food Standard,Supplier B,Dublin,Day,18.6,Pass,No Defect,0,92.3,13695.83
2025-08-11,BATCH-0830,Dog Food Premium,Supplier F,Cork,Day,5.68,Pass,No Defect,0,91.0,5293.22
2025-08-12,BATCH-0283,Dog Food Standard,Supplier A,Galway,Day,27.19,Pass,No Defect,0,99.1,21628.59
2025-08-12,BATCH-0122,Dog Food Premium,Supplier A,Cork,Day,16.05,Pass,No Defect,0,95.4,15083.37
2025-08-12,BATCH-0290,Cat Food Premium,Supplier E,Limerick,Day,19.41,Pass,No Defect,0,88.9,22206.99
2025-08-12,BATCH-0417,Cat Food Standard,Supplier E,Limerick,Day,21.72,Pass,No Defect,0,89.5,16162.97
2025-08-13,BATCH-0073,Cat Food Standard,Supplier A,Galway,Day,11.94,Pass,No Defect,0,91.7,9323.82
2025-08-13,BATCH-0794,Livestock Feed,Supplier H,Limerick,Day,16.83,Pass,No Defect,0,91.6,9532.33
2025-08-13,BATCH-0142,Dog Food Premium,Supplier H,Cork,Day,19.15,Pass,No Defect,0,97.5,16095.94
2025-08-14,BATCH-0097,Livestock Feed,Supplier C,Limerick,Night,23.52,Pass,No Defect,0,91.8,14743.6
2025-08-14,BATCH-0581,Livestock Feed,Supplier J,Cork,Day,19.21,Pass,No Defect,0,91.1,10327.04
2025-08-15,BATCH-0887,Dog Food Premium,Supplier C,Cork,Day,21.26,Pass,No Defect,0,90.2,21405.31
2025-08-15,BATCH-0871,Cat Food Premium,Supplier F,Cork,Day,19.53,Pass,No Defect,0,84.0,20339.21
2025-08-16,BATCH-0639,Dog Food Standard,Supplier I,Cork,Day,15.1,Pass,No Defect,0,92.9,11416.66
2025-08-16,BATCH-0284,Livestock Feed,Supplier I,Cork,Night,13.33,Pass,No Defect,0,100.0,7731.74
2025-08-16,BATCH-0893,Dog Food Premium,Supplier D,Cork,Day,26.99,Pass,No Defect,0,88.1,27345.57
2025-08-17,BATCH-0808,Livestock Feed,Supplier I,Dublin,Day,13.73,Pass,No Defect,0,92.6,9571.01
2025-08-17,BATCH-0811,Dog Food Premium,Supplier A,Cork,Day,18.77,Pass,No Defect,0,89.1,19057.52
2025-08-17,BATCH-0852,Cat Food Standard,Supplier C,Cork,Night,19.7,Pass,No Defect,0,90.2,15398.05
2025-08-18,BATCH-0046,Dog Food Premium,Supplier H,Dublin,Night,23.77,Pass,No Defect,0,92.3,22613.76
2025-08-18,BATCH-0585,Livestock Feed,Supplier J,Dublin,Day,16.75,Pass,No Defect,0,94.6,10961.34
2025-08-19,BATCH-0172,Livestock Feed,Supplier E,Limerick,Night,14.07,Pass,No Defect,0,90.4,7599.57
2025-08-19,BATCH-0828,Dog Food Premium,Supplier B,Cork,Day,18.72,Pass,No Defect,0,94.4,19324.5
2025-08-20,BATCH-0236,Livestock Feed,Supplier F,Cork,Night,13.17,Pass,No Defect,0,90.1,8189.23
2025-08-21,BATCH-0015,Dog Food Standard,Supplier A,Dublin,Day,20.29,Pass,No Defect,0,89.0,15342.03
2025-08-21,BATCH-0461,Cat Food Premium,Supplier G,Galway,Day,22.13,Pass,No Defect,0,89.6,22212.14
2025-08-21,BATCH-0021,Dog Food Standard,Supplier C,Limerick,Day,23.51,Pass,No Defect,0,94.6,15258.27
2025-08-23,BATCH-0099,Dog Food Standard,Supplier J,Cork,Day,13.11,Pass,No Defect,0,92.8,10284.73
2025-08-23,BATCH-0669,Cat Food Standard,Supplier D,Dublin,Day,21.67,Pass,No Defect,0,98.4,17780.82
2025-08-23,BATCH-0839,Cat Food Standard,Supplier F,Galway,Night,15.77,Pass,No Defect,0,94.6,13282.82
2025-08-24,BATCH-0980,Dog Food Standard,Supplier F,Galway,Night,17.89,Pass,No Defect,0,90.6,14522.61
2025-08-25,BATCH-0557,Cat Food Premium,Supplier G,Dublin,Day,16.81,Pass,No Defect,0,99.3,16176.98
2025-08-25,BATCH-0539,Dog Food Premium,Supplier G,Dublin,Day,25.36,Pass,No Defect,0,90.4,24299.39
2025-08-25,BATCH-0349,Dog Food Premium,Supplier J,Cork,Day,7.63,Fail,Composition,12,59.5,7440.01
2025-08-25,BATCH-0483,Dog Food Premium,Supplier A,Cork,Night,16.33,Pass,No Defect,0,93.4,14685.91
2025-08-26,BATCH-0695,Livestock Feed,Supplier D,Cork,Night,19.27,Pass,No Defect,0,94.6,11953.47
2025-08-26,BATCH-0138,Dog Food Standard,Supplier H,Limerick,Day,13.33,Fail,Microbiological,6,82.4,10733.31
2025-08-27,BATCH-0870,Dog Food Standard,Supplier J,Limerick,Night,14.14,Pass,No Defect,0,89.3,9708.8
2025-08-27,BATCH-0754,Dog Food Premium,Supplier J,Galway,Day,25.51,Pass,No Defect,0,96.1,24934.05
2025-08-27,BATCH-0261,Cat Food Premium,Supplier C,Dublin,Day,16.98,Pass,No Defect,0,96.7,17691.2
2025-08-27,BATCH-0400,Cat Food Standard,Supplier A,Galway,Day,14.82,Pass,No Defect,0,88.4,10500.52
2025-08-27,BATCH-0305,Dog Food Standard,Supplier G,Galway,Night,13.38,Pass,No Defect,0,88.6,9880.91
2025-08-27,BATCH-0941,Dog Food Standard,Supplier A,Limerick,Night,21.36,Pass,No Defect,0,83.7,13756.91
2025-08-28,BATCH-0538,Dog Food Premium,Supplier F,Cork,Day,17.54,Pass,No Defect,0,96.2,16930.44
2025-08-28,BATCH-0675,Dog Food Standard,Supplier J,Cork,Day,18.46,Pass,No Defect,0,94.0,14359.45
2025-08-28,BATCH-0659,Dog Food Premium,Supplier F,Dublin,Night,18.0,Pass,No Defect,0,93.6,17326.15
2025-08-29,BATCH-0011,Dog Food Standard,Supplier D,Limerick,Day,21.72,Pass,No Defect,0,88.8,16230.71
2025-08-29,BATCH-0617,Cat Food Premium,Supplier A,Limerick,Night,17.83,Fail,Packaging,9,62.9,16991.94
2025-08-29,BATCH-0166,Dog Food Premium,Supplier H,Dublin,Day,9.88,Pass,No Defect,0,89.8,10016.35
2025-08-30,BATCH-0908,Dog Food Premium,Supplier E,Dublin,Day,14.67,Fail,Moisture,3,67.0,14097.7
2025-08-30,BATCH-0301,Dog Food Premium,Supplier H,Dublin,Day,18.99,Pass,No Defect,0,81.6,19107.82
2025-08-30,BATCH-0798,Dog Food Standard,Supplier C,Galway,Day,9.81,Pass,No Defect,0,92.4,7148.86
2025-08-30,BATCH-0331,Dog Food Standard,Supplier F,Dublin,Day,22.79,Fail,Moisture,5,80.8,17034.71
2025-08-30,BATCH-0681,Livestock Feed,Supplier A,Dublin,Day,16.75,Pass,No Defect,0,92.5,11126.4
2025-08-31,BATCH-0115,Cat Food Premium,Supplier J,Dublin,Day,17.16,Fail,Labelling,8,70.0,17633.55
2025-08-31,BATCH-0918,Cat Food Premium,Supplier J,Dublin,Day,18.34,Pass,No Defect,0,91.6,17578.71
2025-08-31,BATCH-0199,Livestock Feed,Supplier F,Limerick,Night,16.0,Pass,No Defect,0,98.9,10135.7
2025-08-31,BATCH-0624,Dog Food Standard,Supplier G,Limerick,Night,19.56,Pass,No Defect,0,89.6,13826.19
2025-08-31,BATCH-0244,Dog Food Standard,Supplier G,Cork,Day,19.16,Pass,No Defect,0,92.3,15611.87
2025-08-31,BATCH-0083,Cat Food Premium,Supplier J,Dublin,Day,22.18,Pass,No Defect,0,92.7,22103.47
2025-09-01,BATCH-0736,Dog Food Premium,Supplier D,Cork,Day,18.41,Pass,No Defect,0,91.2,18082.43
